,highway,side,between,time,period,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash,time_1,time_2
765,Dunloe Road,East,Coulson Avenue and a point 90 metres north,10:00 a.m. to 6:00 p.m.,1 hour,Coulson Avenue , a point 90 metres north,43.69059899999999,-79.4115,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m. to 6:00 p.m.,
766,Dunloe Road,West,Coulson Avenue and a point 75 metres north,10:00 a.m to 6:00 p.m.,1 hour,Coulson Avenue , a point 75 metres north,43.69059899999999,-79.4115,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m to 6:00 p.m.,
768,Dunloe Road,East,Hawarden Crescent and a point 127.5 metres north,"9:15 a.m. to 11:30 a.m., 1:15 p.m. to 3:00 p.m., Mon. to Fri.; Sep. 1 of one year to Jun. 30 of the next following year, inclusive",1 hour,Hawarden Crescent , a point 127.5 metres north,43.69470299999999,-79.41321,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:15 a.m. to 11:30 a.m., 1:15 p.m. to 3:00 p.m.
769,Dunloe Road,East,A point 127.5 metres north of Hawarden Crescent and a point opposite Archer Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri., Sep. 1 of one year to June 30 of the next following year, inclusive",1 hour,A point 127.5 metres north of Hawarden Crescent , a point opposite Archer Road,43.69469400000001,-79.4132145,43.696494,-79.4139435,43.696494,-79.4139435,dpz88fs,8:00 a.m. to 6:00 p.m., Mon. to Fri.
770,Dunmurray Boulevard,East,Eaglestone Road and Groomsport Crescent (north intersection),"8:00 a.m. to 4:00 p.m., Mon. to Sat.",30 mins.,Eaglestone Road , Groomsport Crescent (north intersection),43.78521599999999,-79.3048635,43.78686300000001,-79.3039545,43.78686300000001,-79.3039545,dpz957h,8:00 a.m. to 4:00 p.m., Mon. to Sat.
771,Dunn Avenue,West,Springhurst Avenue and a point 225.6 metres south of King Street West,8:00 a.m. to 6:00 p.m.,1 hour,Springhurst Avenue , a point 225.6 metres south of King Street West,43.633656,-79.431732,43.63773299999999,-79.4332665,43.63773299999999,-79.4332665,dpz822n,8:00 a.m. to 6:00 p.m.,
772,Dunvegan Road,West,St. Clair Avenue West and Heath Street West,8:00 p.m. of one day to 6:00 p.m. of the next following day,1 hour,St. Clair Avenue West , Heath Street West,43.68604500000001,-79.40477249999999,43.68804299999999,-79.4055825,43.68804299999999,-79.4055825,dpz8914,8:00 p.m. of one day to 6:00 p.m. of the next following day,
773,Dunvegan Road,West,Heath Street West and Lonsdale Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Heath Street West , Lonsdale Road,43.68804299999999,-79.4055825,43.69004999999999,-79.40637,43.69004999999999,-79.40637,dpz891d,8:00 a.m. to 6:00 p.m., Mon. to Fri.
774,Duplex Avenue,West,Imperial Street and Anderson Avenue,9:00 a.m. to 4:00 p.m.,1 hour,Imperial Street , Anderson Avenue,43.69943700000002,-79.3986615,43.70420700000001,-79.40047499999999,43.70420700000001,-79.40047499999999,dpz89hn,9:00 a.m. to 4:00 p.m.,
775,Duplex Avenue,West,A point 61 metres north of Eglinton Avenue West and Montgomery Avenue,8:00 a.m. to 6:00 p.m.,1 hour,A point 61 metres north of Eglinton Avenue West , Montgomery Avenue,43.70634000000001,-79.4002635,43.709148,-79.401015,43.709148,-79.401015,dpz89jj,8:00 a.m. to 6:00 p.m.,
776,Dupont Street,South,A point 30.5 metres east of Shaw Street and a point 15.1 metres further east,"9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 30.5 metres east of Shaw Street , a point 15.1 metres further east,43.67055599999999,-79.4265975,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
777,Dupont Street,South,Ossington Avenue and Shaw Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,Ossington Avenue , Shaw Street,43.670106000000004,-79.429041,43.67056499999999,-79.426593,43.67056499999999,-79.426593,dpz82tg,9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
778,Dupont Street,Both,Brunswick Avenue and Christie Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.;",2 hours,Brunswick Avenue , Christie Street,43.67391300000001,-79.4105055,43.67161799999999,-79.421562,43.67161799999999,-79.421562,dpz82wn,9:00 a.m. to 4:00 p.m., Mon. to Fri.;
779,Dupont Street,Both,Avenue Road and Bedford Road,8:00 a.m. to 6:00 p.m.,1 hour,Avenue Road , Bedford Road,43.677171,-79.3976445,43.67636999999999,-79.40052,43.67636999999999,-79.40052,dpz83pn,8:00 a.m. to 6:00 p.m.,
780,Durant Avenue,East,A point 84.1 metres south of Memorial Park Avenue and Mortimer Avenue,8:00 a.m. to 6:00 p.m.,1 hour,A point 84.1 metres south of Memorial Park Avenue , Mortimer Avenue,43.69189500000001,-79.3292535,43.69014,-79.3285155,43.69014,-79.3285155,dpz8dcd,8:00 a.m. to 6:00 p.m.,
781,Durant Avenue,West,A point 46 metres south of Plains Road and a point 22 metres further south,"7:30 a.m. to 4:30 p.m., Mon. to Fri.",10 mins.,A point 46 metres south of Plains Road , a point 22 metres further south,43.69547700000001,-79.330842,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 4:30 p.m., Mon. to Fri.
782,Durant Avenue,East,Memorial Park Avenue and a point 36.27 metres south of Memorial Park Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Memorial Park Avenue , a point 36.27 metres south of Memorial Park Avenue,43.69189500000001,-79.3292535,43.69189500000001,-79.3292535,43.69189500000001,-79.3292535,dpz8dcf,8:00 a.m. to 6:00 p.m.,
783,Durant Avenue,West,A point 98 metres south of Plains Road and a point 85 metres further south,"7:30 a.m. to 4:30 p.m., Mon. to Fri.",10 mins.,A point 98 metres south of Plains Road , a point 85 metres further south,43.69547700000001,-79.330842,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 4:30 p.m., Mon. to Fri.
784,Durham Avenue,North,Atlas Avenue and a point 61 metres east of Arlington Avenue,8:00 a.m. to 7:00 p.m.,1 hour,Atlas Avenue , a point 61 metres east of Arlington Avenue,43.692362999999986,-79.435521,43.69278600000001,-79.4335905,43.69278600000001,-79.4335905,dpz886n,8:00 a.m. to 7:00 p.m.,
785,Durie Street,East,Bloor Street West (east intersection) and Deforest Road,"8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Bloor Street West (east intersection) , Deforest Road,43.65050400000001,-79.4791035,43.648343999999994,-79.4772,43.648343999999994,-79.4772,dpz2r3y,8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
786,Durie Street,East,St. John's Road (east intersection) and Dundas Street West,"8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,St. John's Road (east intersection) , Dundas Street West,43.66318500000001,-79.48408500000001,43.665606,-79.48482299999999,43.665606,-79.48482299999999,dpz2rm0,8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
787,Durie Street,East,St. John's Road (east intersection) and Dundas Street West,"8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,St. John's Road (east intersection) , Dundas Street West,43.66318500000001,-79.48408500000001,43.665606,-79.48482299999999,43.665606,-79.48482299999999,dpz2rm0,8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month
788,Durie Street,West,St. John's Road (east intersection) and Dundas Street West,"8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,St. John's Road (east intersection) , Dundas Street West,43.66318500000001,-79.48408500000001,43.665606,-79.48482299999999,43.665606,-79.48482299999999,dpz2rm0,8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month
789,Durie Street,West,A point 76.2 metres north of Bloor Street West (west intersection) and Colbeck Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 76.2 metres north of Bloor Street West (west intersection) , Colbeck Street,43.65071999999999,-79.478127,43.654122,-79.4805615,43.654122,-79.4805615,dpz2r6u,8:00 a.m. to 6:00 p.m., Mon. to Sat.
790,Durnford Road,West,A point 43.5 metres south of Durness Avenue and Rylander Boulevard,"8:30 a.m. to 4:30 p.m., Mon. to Fri.",30 mins.,A point 43.5 metres south of Durness Avenue , Ryl,43.800201,-79.150752,43.799431786166885,-79.15039631102745,43.799431786166885,-79.15039631102745,dpz9nvk,8:30 a.m. to 4:30 p.m., Mon. to Fri.
791,Dynevor Road,East,Hunter Avenue and a point 40 metres south of Eglinton Avenue West,"6:00 a.m. to 12:00 midnight, from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Hunter Avenue , a point 40 metres south of Eglinton Avenue West,43.694199,-79.4506545,43.695477,-79.45120349999999,43.695477,-79.45120349999999,dpz8849,6:00 a.m. to 12:00 midnight, from the 1st day of each month to the 15th day of each month
792,Dynevor Road,West,Hunter Avenue and a point 66.5 metres south of Eglinton Avenue West,"6:00 a.m. to 12:00 midnight, from the 16th day of each month to the last day of  each month, Apr. 1 to Nov. 30, inclusive",1 hour,Hunter Avenue , a point 66.5 metres south of Eglinton Avenue West,43.694199,-79.4506545,43.695477,-79.45120349999999,43.695477,-79.45120349999999,dpz8849,6:00 a.m. to 12:00 midnight, from the 16th day of each month to the last day of  each month
793,Dynevor Road,East,A point 40 metres south of Eglinton Avenue West and Eglinton Avenue West,"8:00 a.m. to 6:00 p.m., Mon. to Sat., except public holidays",1 hour,A point 40 metres south of Eglinton Avenue West , Eglinton Avenue West,43.695477,-79.45120349999999,43.695477,-79.45120349999999,43.695477,-79.45120349999999,dpz8849,8:00 a.m. to 6:00 p.m., Mon. to Sat.
794,Dynevor Road,West,Hunter Avenue and a point 66.5 metres south of Eglinton Avenue West,"6:00 a.m. to 12:00 midnight, from the 1st day of Dec. to the 31st day of Mar, inclusive",1 hour,Hunter Avenue , a point 66.5 metres south of Eglinton Avenue West,43.694199,-79.4506545,43.695477,-79.45120349999999,43.695477,-79.45120349999999,dpz8849,6:00 a.m. to 12:00 midnight, from the 1st day of Dec. to the 31st day of Mar
795,Eagle Road,Both,Bloor Street West and a point 30.5 metres south,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Bloor Street West , a point 30.5 metres south,43.64541900000001,-79.52010299999999,43.6419875639561,-79.51828405512732,43.6419875639561,-79.51828405512732,dpz2q8b,9:00 a.m. to 6:00 p.m., Mon. to Sat.
796,Earl Haig Avenue,North,Coxwell Avenue and Hillingdon Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Coxwell Avenue , Hillingdon Avenue,43.68120300000001,-79.3227015,43.68174300000001,-79.32025349999999,43.68174300000001,-79.32025349999999,dpz8e00,8:00 a.m. to 6:00 p.m.,
797,Earl Haig Avenue,South,A point 21 metres east of Coxwell Avenue and a point 54 metres further east,"7:30 a.m. to 9:30 a.m., 3:00 p.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 21 metres east of Coxwell Avenue , a point 54 metres further east,43.68120300000001,-79.3227015,43.685721189652746,-79.2710496501743,43.685721189652746,-79.2710496501743,dpz8s0s,7:30 a.m. to 9:30 a.m., 3:00 p.m. to 6:00 p.m.
798,Earl Haig Avenue,South,A point 95 metres east of Coxwell Avenue and a point 55 metres further east,"7:30 a.m. to 9:30 a.m., 3:00 p.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 95 metres east of Coxwell Avenue , a point 55 metres further east,43.68120300000001,-79.3227015,43.685721189652746,-79.2710496501743,43.685721189652746,-79.2710496501743,dpz8s0s,7:30 a.m. to 9:30 a.m., 3:00 p.m. to 6:00 p.m.
799,Earlington Avenue,East,A point 25 metres south of Dundas Street West and a point 20 metres south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 25 metres south of Dundas Street West , a point 20 metres south thereof,43.66134900000001,-79.5086235,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:00 a.m. to 6:00 p.m., Mon. to Sat.
800,Earnbridge Street,South,Strickland Avenue and Brock Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Strickl, Avenue ,43.643439000000015,-79.431417,43.64332229123146,-79.4322354656162,43.64332229123146,-79.4322354656162,dpz823p,8:00 a.m. to 6:00 p.m., Mon. to Sat.
803,East Haven,South,A point 40 metres east of Cliffside Drive and a point 236 metres east of Cliffside Drive,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 40 metres east of Cliffside Drive , a point 236 metres east of Cliffside Drive,43.703621999999996,-79.25160149999999,43.703621999999996,-79.25160149999999,43.703621999999996,-79.25160149999999,dpz8ss4,8:00 a.m. to 4:00 p.m., Mon. to Fri.
804,East Lynn Avenue,East,Danforth Avenue and a point 70.7 metres south,8:00 a.m. to 6:00 p.m.,1 hour,Danforth Avenue , a point 70.7 metres south,43.68515400000002,-79.31524950000001,43.68357593575804,-79.31442659544089,43.68357593575804,-79.31442659544089,dpz8e0k,8:00 a.m. to 6:00 p.m.,
805,Eastbourne Avenue,East,A point 136.9 metres south of Eglinton Avenue West and the south end of Eastbourne Avenue,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 136.9 metres south of Eglinton Avenue West , the south end of Eastbourne Avenue,43.70536799999999,-79.40493,43.70225406810945,-79.40365592610861,43.70225406810945,-79.40365592610861,dpz895u,10:00 a.m. to 6:00 p.m., Mon. to Fri.
806,Eastern Avenue,South,A point 190.5 metres east of Leslie Street and Woodfield Road,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,A point 190.5 metres east of Leslie Street , Woodfield Road,43.661529,-79.329474,43.66251,-79.325244,43.66251,-79.325244,dpz86ut,8:00 a.m. to 4:00 p.m., Mon. to Fri.
808,Eastern Avenue,North,Leslie Street and Laing Street,"9:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Leslie Street , Laing Street,43.661529,-79.329474,43.66217700000001,-79.32661649999999,43.66217700000001,-79.32661649999999,dpz86uk,9:00 a.m. to 6:00 p.m., Mon. to Fri.
809,Eastern Avenue,South,Cherry Street and a point 30.5 metres east of Trinity Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Cherry Street , a point 30.5 metres east of Trinity Street,43.65387000000001,-79.3585125,43.652457,-79.360695,43.652457,-79.360695,dpz864e,9:00 a.m. to 4:00 p.m., Mon. to Fri.
810,Eastern Avenue,North,Sackville Street and Trinity Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Sackville Street , Trinity Street,43.65346500000001,-79.3592505,43.652457,-79.360695,43.652457,-79.360695,dpz864e,9:00 a.m. to 4:00 p.m., Mon. to Fri.
811,Eastwood Avenue,West,Danforth Avenue and the north end of Eastwood Avenue,Anytime,12 hours,Danforth Avenue , the north end of Eastwood Avenue,43.69527899999999,-79.2693225,43.692862196303444,-79.26836980831354,43.692862196303444,-79.26836980831354,dpz8s4n,Anytime,
812,Eastwood Avenue,East,Danforth Avenue and the north end of Eastwood Avenue,Anytime,12 hours,Danforth Avenue , the north end of Eastwood Avenue,43.69527899999999,-79.2693225,43.692862196303444,-79.26836980831354,43.692862196303444,-79.26836980831354,dpz8s4n,Anytime,
813,Eaton Avenue,East,Danforth Avenue and a point 182.9 metres north,10:00 a.m. to 6:00 p.m.,1 hour,Danforth Avenue , a point 182.9 metres north,43.679294999999996,-79.34300999999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m. to 6:00 p.m.,
814,Eaton Avenue,West,Aldwych Avenue and a point 95.91 metres south of Aldwych Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Aldwych Avenue , a point 95.91 metres south of Aldwych Avenue,43.68392099999999,-79.3447695,43.68392100000001,-79.344774,43.68392100000001,-79.344774,dpz8d2q,8:00 a.m. to 6:00 p.m., Mon. to Fri.
816,Edith Drive,West,A point 48.8 metres north of Eglinton Avenue West and Roselawn Avenue,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 48.8 metres north of Eglinton Avenue West , Roselawn Avenue,43.705827,-79.402734,43.709804999999996,-79.40429999999999,43.709804999999996,-79.40429999999999,dpz89j5,10:00 a.m. to 6:00 p.m., Mon. to Fri.
817,Edith Drive,West,Eglinton Avenue West and Roselawn Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Eglinton Avenue West , Roselawn Avenue,43.705827,-79.402734,43.709804999999996,-79.40429999999999,43.709804999999996,-79.40429999999999,dpz89j5,8:00 a.m. to 6:00 p.m., Mon. to Fri.
818,Edmund Avenue,North,Centre Road and Weston Road,"8:00 a.m. to 6:00 p.m., except Sun. and public holidays",1 hour,Centre Road , Weston Road,43.693253999999996,-79.509123,43.694055000000006,-79.50560399999999,43.694055000000006,-79.50560399999999,dpz2wf3,8:00 a.m. to 6:00 p.m., except Sun. and public holidays
819,Edna Avenue,South,Dorval Road and Indian Road,8:00 a.m. to 6:00 p.m.,1 hour,Dorval Road , Indian Road,43.65685799999999,-79.4546505,43.65626399999999,-79.4570625,43.65626399999999,-79.4570625,dpz2rgm,8:00 a.m. to 6:00 p.m.,
820,Edward Street,North,A point 15 metres west of Bay Street and a point 34 metres further west,Anytime,3 hours (buses only),A point 15 metres west of Bay Street , a point 34 metres further west,43.656408000000006,-79.384023,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
821,Edward Street,North,A point 61 metres west of Bay Street and a point 34 metres further west,Anytime,3 hours (buses only),A point 61 metres west of Bay Street , a point 34 metres further west,43.656408000000006,-79.384023,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
822,Eglinton Avenue West,South,Spadina Road and Old Forest Hill Road,8:00 a.m. to 6:00 p.m.,1 hour,Spadina Road , Old Forest Hill Road,43.702353000000016,-79.4190915,43.701498000000015,-79.4231505,43.701498000000015,-79.4231505,dpz88et,8:00 a.m. to 6:00 p.m.,
823,Eglinton Avenue East,South,Dunfield Avenue and Taunton Road,8:00 a.m. to 6:00 p.m.,1 hour,Dunfield Avenue , Taunton Road,43.707321,-79.395462,43.708679999999994,-79.38887849999999,43.708679999999994,-79.38887849999999,dpz89ky,8:00 a.m. to 6:00 p.m.,
824,Eglinton Avenue East,North,Bruce Park Avenue and a point opposite Dunfield Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Bruce Park Avenue , a point opposite Dunfield Avenue,43.71043499999999,-79.380234,43.707321,-79.395462,43.707321,-79.395462,dpz89k9,8:00 a.m. to 6:00 p.m.,
825,Eglinton Avenue West,North,A point 20 metres east of Edith Drive and Henning Avenue,8:00 a.m. to 6:00 p.m.,1 hour,A point 20 metres east of Edith Drive , Henning Avenue,43.705827,-79.402734,43.706106000000005,-79.40142,43.706106000000005,-79.40142,dpz89hm,8:00 a.m. to 6:00 p.m.,
