,highway,side,between,time,period,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash,time_1,time_2
670,Danforth Avenue,North,A point 52 metres east of Woodington Avenue and a point 61 metres west of Woodbine Avenue,9:00 a.m. to 6:00 p.m.,1 hour,A point 52 metres east of Woodington Avenue , a point 61 metres west of Woodbine Avenue,43.68393900000001,-79.32087,43.68568500000001,-79.3127835,43.68568500000001,-79.3127835,dpz8e0w,9:00 a.m. to 6:00 p.m.,
671,Danforth Avenue,South,Langford Avenue and Euston Avenue,8:00 a.m. to 4:00 p.m.,1 hour,Langford Avenue , Euston Avenue,43.679772000000014,-79.3405665,43.68030300000001,-79.33783050000001,43.68030300000001,-79.33783050000001,dpz86xg,8:00 a.m. to 4:00 p.m.,
672,Danforth Avenue,South,A point 61 metres east of Greenwood Avenue and Coxwell Avenue,8:00 a.m. to 4:00 p.m.,1 hour,A point 61 metres east of Greenwood Avenue , Coxwell Avenue,43.68147300000001,-79.3323405,43.683344999999996,-79.3235925,43.683344999999996,-79.3235925,dpz8dbq,8:00 a.m. to 4:00 p.m.,
674,Danforth Avenue,South,A point 76 metres east of Coxwell Avenue and West Lynn Avenue,8:00 a.m. to 4:00 p.m.,1 hour,A point 76 metres east of Coxwell Avenue , West Lynn Avenue,43.683344999999996,-79.3235925,43.68494700000001,-79.3162215,43.68494700000001,-79.3162215,dpz8e0e,8:00 a.m. to 4:00 p.m.,
675,Danforth Avenue,North,Broadview Avenue and a point 56.5 metres west of Ellerbeck Street,9:00 a.m. to 6:00 p.m.,1 hour,Broadview Avenue , a point 56.5 metres west of Ellerbeck Street,43.676208,-79.3588635,43.676676,-79.35638399999999,43.676676,-79.35638399999999,dpz86pn,9:00 a.m. to 6:00 p.m.,
676,Darwin Road,East,Old Forest Hill Road and the north end of Darwin Road,"10:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Old Forest Hill Road , the north end of Darwin Road,43.701786,-79.4233035,43.70216638262389,-79.42337220596264,43.70216638262389,-79.42337220596264,dpz88et,10:00 a.m. to 6:00 p.m., Mon. to Sat.
677,Davenport Road,Both,Uxbridge Avenue and the first lane west thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Uxbridge Avenue , the first lane west thereof,43.67018699999999,-79.4570265,43.674930129958774,-79.39550809543447,43.674930129958774,-79.39550809543447,dpz83qc,9:00 a.m. to 6:00 p.m., Mon. to Sat.
681,Daystrom Drive,West,A point 94 metres south of Lindylou Road (northwest intersection) and a point 68.5 metres south thereof,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",15 mins.,A point 94 metres south of Lindylou Road (northwest intersection) , a point 68.5 metres south thereof,43.74910800000001,-79.5467835,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 5:00 p.m., Mon. to Fri.
682,De Grassi Street,West,Dundas Street East and Gerrard Street East,8:00 a.m. to 6:00 p.m.,1 hour,Dundas Street East , Gerrard Street East,43.663392000000016,-79.347312,43.66633499999999,-79.348527,43.66633499999999,-79.348527,dpz86mh,8:00 a.m. to 6:00 p.m.,
683,De Savery Crescent,West,A point 59 metres north of Thurloe Avenue and Manor Road East,8:00 a.m. to 6:00 p.m.,1 hour,A point 59 metres north of Thurloe Avenue , Manor Road East,43.70253300000002,-79.38980099999999,43.704035999999995,-79.389693,43.704035999999995,-79.389693,dpz89kn,8:00 a.m. to 6:00 p.m.,
684,De Savery Crescent,West,A point 47 metres north of Thurloe Avenue and a point 12 metres further north,"8:00 a.m. to 8:30 a.m., 9:15 a.m. to 3:30 p.m., 4:15 p.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat. and Sun.",1 hour,A point 47 metres north of Thurloe Avenue , a point 12 metres further north,43.70253300000002,-79.38980099999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 8:30 a.m., 9:15 a.m. to 3:30 p.m.
685,De Savery Crescent,West,A point 47 metres north of Thurloe Avenue and a point 12 metres further north,"8:30 a.m. to 9:15 a.m., 3:30 p.m. to 4:15 p.m., Mon. to Fri.",5 mins.,A point 47 metres north of Thurloe Avenue , a point 12 metres further north,43.70253300000002,-79.38980099999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:30 a.m. to 9:15 a.m., 3:30 p.m. to 4:15 p.m.
686,De Savery Crescent,West,Thurloe Avenue and a point 47 metres north,8:00 a.m. to 6:00 p.m.,1 hour,Thurloe Avenue , a point 47 metres north,43.70253300000002,-79.38980099999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m.,
687,Deal Avenue,East,Wanless Avenue and the north end of Deal Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Wanless Avenue , the north end of Deal Avenue,43.727247000000006,-79.39882349999999,43.72746300000001,-79.39891349999999,43.72746300000001,-79.39891349999999,dpz8c0r,8:00 a.m. to 6:00 p.m., Mon. to Fri.
688,Dean Park Road,North,A point 40 metres east of Kenscott Road and a point 82 metres further east,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 40 metres east of Kenscott Road , a point 82 metres further east,43.801569,-79.17473249999999,43.673749869478186,-79.38385761755511,43.673749869478186,-79.38385761755511,dpz83wd,8:00 a.m. to 4:00 p.m., Mon. to Fri.
689,Dearham Wood,North,Schubert Drive and a point 43.9 metres further east,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,Schubert Drive , a point 43.9 metres further east,43.75324800000001,-79.187202,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m., Mon. to Fri.
690,Defries Street,West,A point 30 metres north of Labatt Avenue and Mark Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 30 metres north of Labatt Avenue , Mark Street,43.660008000000005,-79.3564605,43.660782000000005,-79.35676649999999,43.660782000000005,-79.35676649999999,dpz86hn,8:00 a.m. to 6:00 p.m., Mon. to Fri.
691,Delaware Avenue,East,Dewson Street and a point 44.2 metres south of Bloor Street West (west intersection),"8:00 a.m. to 6:00 p.m., Mon. to Sat., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Dewson Street , a point 44.2 metres south of Bloor Street West (west intersection),43.65644399999999,-79.4261925,43.66141200000001,-79.428159,43.66141200000001,-79.428159,dpz82s6,8:00 a.m. to 6:00 p.m., Mon. to Sat.
692,Delaware Avenue,West,College Street and Dewson Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,College Street , Dewson Street,43.65387000000001,-79.42518,43.65644399999999,-79.4261925,43.65644399999999,-79.4261925,dpz82e7,8:00 a.m. to 6:00 p.m., Mon. to Sat.
693,Delaware Avenue North,West,The public lane first north of Geary Avenue and Davenport Road,8:00 a.m. to 6:00 p.m.,1 hour,The public lane first north of Geary Avenue , Davenport Road,43.670952000000014,-79.431957,43.67443449409782,-79.433436693086,43.67443449409782,-79.433436693086,dpz82qw,8:00 a.m. to 6:00 p.m.,
694,Delhi Avenue,North,Westgate Boulevard and a point 270 metres east,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,Westgate Boulevard , a point 270 metres east,43.74042299999999,-79.431327,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m., Mon. to Fri.
695,Deloraine Avenue,South,Avenue Road and a point 197 metres east of Avenue Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Avenue Road , a point 197 metres east of Avenue Road,43.730874,-79.4190735,43.730874,-79.4190735,43.730874,-79.4190735,dpz8bbb,8:00 a.m. to 6:00 p.m., Mon. to Fri.
696,Deloraine Avenue,South,Avenue Road and a point 152.5 metres west of Avenue Road,8:00 a.m. to 6:00 p.m.,1 hour,Avenue Road , a point 152.5 metres west of Avenue Road,43.730874,-79.4190735,43.730874,-79.4190735,43.730874,-79.4190735,dpz8bbb,8:00 a.m. to 6:00 p.m.,
697,Deloraine Avenue,South,Jedburgh Road and the lane first west of Yonge Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Jedburgh Road , the lane first west of Yonge Street,43.73307899999999,-79.40831399999999,43.73388000000001,-79.40448,43.73388000000001,-79.40448,dpz8c1e,8:00 a.m. to 6:00 p.m., Mon. to Sat.
698,Delta Street,East,Horner Avenue and a point 33.5 metres north,Anytime,1 hour,Horner Avenue , a point 33.5 metres north,43.60370399999999,-79.53614999999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
699,Delta Street,West,Horner Avenue and a point 41 metres north,Anytime,1 hour,Horner Avenue , a point 41 metres north,43.60370399999999,-79.53614999999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
700,Dempster Street,South,A point 15 metres east of Allanford Road and a point 50 metres further east,"8:00 a.m. to 4:00 p.m., Mon. to Sat.",30 mins.,A point 15 metres east of Allanford Road , a point 50 metres further east,43.779897000000005,-79.2926955,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m., Mon. to Sat.
703,Denison Road East,South,Weston Road and a point 305 metres east of Weston Road,"9:00 a.m. to 4:00 p.m., Mon. to Sat.",1 hour,Weston Road , a point 305 metres east of Weston Road,43.696214999999995,-79.5081735,43.696214999999995,-79.5081735,43.696214999999995,-79.5081735,dpz2wdx,9:00 a.m. to 4:00 p.m., Mon. to Sat.
704,Denison Road West,West and north,Lippincott Street and Weston Road,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Lippincott Street , Weston Road,43.69448700000001,-79.5115125,43.696215,-79.5081735,43.696215,-79.5081735,dpz2wdx,8:00 a.m. to 6:00 p.m., Mon. to Sat.
707,Dewbourne Avenue,South,A point 15 metres east of Peveril Hill North and Bathurst Street,"8:30 a.m. to 9:15 a.m., 11:15 a.m. to 1:15 p.m., 3:15 p.m. to 3:45 p.m., Mon. to Fri.",15 mins.,A point 15 metres east of Peveril Hill North , Bathurst Street,43.69852800000002,-79.4257965,43.69899600000001,-79.4247705,43.69899600000001,-79.4247705,dpz88eh,8:30 a.m. to 9:15 a.m., 11:15 a.m. to 1:15 p.m.
708,Divadale Drive,South,Rumsey Road and point 116 metres west of Rumsey Road,"8:00 a.m. to 5:00 p.m., Mon. to Fri., except public holidays",1 hour,Rumsey Road , point 116 metres west of Rumsey Road,43.71433200000001,-79.370352,43.71433200000001,-79.370352,43.71433200000001,-79.370352,dpz89vu,8:00 a.m. to 5:00 p.m., Mon. to Fri.
709,Donald Avenue,South,Keele Street and Scott Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Keele Street , Scott Road,43.68493800000002,-79.4728035,43.685432999999996,-79.4704365,43.685432999999996,-79.4704365,dpz2x8e,8:00 a.m. to 6:00 p.m., Mon. to Fri.
710,Doncaster Avenue,South,Chisholm Avenue and Main Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.  except public holidays",1 hour,Chisholm Avenue , Main Street,43.691427,-79.30449449999999,43.691688,-79.303392,43.691688,-79.303392,dpz8e3v,8:00 a.m. to 6:00 p.m., Mon. to Fri.  except public holidays
711,Doncliffe Drive,West,Glen Echo Road and a point 61 metres north,8:00 a.m. to 6:00 p.m.,1 hour,Glen Echo Road , a point 61 metres north,43.73391600000001,-79.403175,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m.,
714,Donlands Avenue,West,Cosburn Avenue (north intersection) and a point 91.5 metres south Cosburn Avenue (south intersection),Anytime,1 hour,Cosburn Avenue (north intersection) , a point 91.5 metres south Cosburn Avenue (south intersection),43.69114800000001,-79.3416735,43.69114800000001,-79.3416735,43.69114800000001,-79.3416735,dpz8d99,Anytime,
715,Donlea Drive,South,Laird Drive and Rumsey Road,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Laird Drive , Rumsey Road,43.714476000000005,-79.36520399999999,43.71347700000001,-79.37001,43.71347700000001,-79.37001,dpz89vu,8:00 a.m. to 6:00 p.m., Mon. to Sat.
716,Dormington,West,A point 160 metres north of Ellesmere Road and Pegasus Trail (north intersection),"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 160 metres north of Ellesmere Road , Pegasus Trail (north intersection),43.77758399999999,-79.2265905,43.781895000000006,-79.2263835,43.781895000000006,-79.2263835,dpz9j4m,8:00 a.m. to 4:00 p.m., Mon. to Fri.
717,Dornfell Street,West,A point 15 metres south of Transwell Avenue and a point 43 metres south of Transwell Avenue,Anytime,1 hour,A point 15 metres south of Transwell Avenue , a point 43 metres south of Transwell Avenue,43.780401,-79.443495,43.780401,-79.443495,43.780401,-79.443495,dpz901z,Anytime,
718,Dorval Road,East,Edna Avenue and Glenlake Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Edna Avenue , Glenlake Avenue,43.65685799999999,-79.4546505,43.65944999999999,-79.45587,43.65944999999999,-79.45587,dpz2rgy,8:00 a.m. to 6:00 p.m.,
719,Dorval Road,West,Bloor Street West and Edna Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Bloor Street West , Edna Avenue,43.655940000000015,-79.454304,43.65685799999999,-79.4546505,43.65685799999999,-79.4546505,dpz2rgq,8:00 a.m. to 6:00 p.m.,
720,Douglas Avenue,North,A point 106 metres east of Bathurst Street and Welland Road,8:00 a.m. to 6:00 p.m.,1 hour,A point 106 metres east of Bathurst Street , Well,43.720856999999995,-79.430121,43.722393920696135,-79.42246720725537,43.722393920696135,-79.42246720725537,dpz88xq,8:00 a.m. to 6:00 p.m.,
721,Douville Court,West,Longboat Avenue and the north end of Douville Court,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Longboat Avenue , the north end of Douville Court,43.648353000000014,-79.3634805,43.64868150000001,-79.3636155,43.64868150000001,-79.3636155,dpz861c,8:00 a.m. to 6:00 p.m., Mon. to Fri.
723,Dovercourt Road,East,A point 30.5 metres north of Hepbourne Street and the lane first south of Bloor Street West,"8:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 30.5 metres north of Hepbourne Street , the lane first south of Bloor Street West,43.658946000000014,-79.4285415,43.661142,-79.429455,43.661142,-79.429455,dpz82s3,8:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
724,Dovercourt Road,West,A point 33.5 metres south of Argyle Street and Queen Street West,"8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 33.5 metres south of Argyle Street , Queen Street West,43.646175,-79.423461,43.643483999999994,-79.4223945,43.643483999999994,-79.4223945,dpz829n,8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
725,Dovercourt Road,West,A point 30.5 metres south of Dundas Street West and a point 15 metres north of MacKenzie Crescent,"8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 30.5 metres south of Dundas Street West , a point 15 metres north of MacKenzie Crescent,43.649424,-79.42470300000001,43.647795,-79.42409549999999,43.647795,-79.42409549999999,dpz829v,8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
726,Dovercourt Road,West,A point 15 metres south of MacKenzie Crescent and a point 33.5 metres north of Argyle Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 15 metres south of MacKenzie Crescent , a point 33.5 metres north of Argyle Street,43.647795,-79.42409549999999,43.646175,-79.423461,43.646175,-79.423461,dpz829t,8:00 a.m. to 6:00 p.m., Mon. to Fri.
727,Dovercourt Road,West,The lane first south of Queen Street East and Sudbury Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,The lane first south of Queen Street East , Sudbury Street,43.643483999999994,-79.4223945,43.641504,-79.421634,43.641504,-79.421634,dpz828w,8:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
728,Dovercourt Road,West,A point 42 metres south of College Street and a point 9 metres north of Heydon Park Road,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 42 metres south of College Street , a point 9 metres north of Heydon Park Road,43.653618000000016,-79.426386,43.65225000000001,-79.425873,43.65225000000001,-79.425873,dpz82de,8:00 a.m. to 6:00 p.m., Mon. to Sat.
729,Dowling Avenue,East,Laxton Avenue and a point 38.1 metres south of Queen Street West,8:00 a.m. to 6:00 p.m.,1 hour,Laxton Avenue , a point 38.1 metres south of Queen Street West,43.639092000000005,-79.43948999999999,43.639938000000015,-79.439868,43.639938000000015,-79.439868,dpz8223,8:00 a.m. to 6:00 p.m.,
730,Draper Street,East,A point 70 metres south of Wellington Street East and Front Street West,8:00 a.m. to 6:00 p.m.,1 hour,A point 70 metres south of Wellington Street East , Front Street West,43.64325000000001,-79.398252,43.64174700000001,-79.3975635,43.64174700000001,-79.3975635,dpz8328,8:00 a.m. to 6:00 p.m.,
731,Draper Street,East,Wellington Street West and a point 43 metres south,8:00 a.m. to 6:00 p.m.,1 hour,Wellington Street West , a point 43 metres south,43.64325000000001,-79.398252,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m.,
732,Dublin Street,North,St. Helen's Avenue and the west end of Dublin Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,St. Helen's Avenue , the west end of Dublin Street,43.65486899999999,-79.44273,43.6547588508138,-79.44326188830131,43.6547588508138,-79.44326188830131,dpz825p,8:00 a.m. to 6:00 p.m., Mon. to Sat.
733,Dudley Avenue,West,Finch Avenue East and Bishop Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Finch Avenue East , Bishop Avenue,43.78105799999999,-79.409718,43.78286700000001,-79.4104605,43.78286700000001,-79.4104605,dpz90fr,8:00 a.m. to 6:00 p.m., Mon. to Fri.
734,Dudley Avenue,West,Alfred Avenue and Elmwood Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Alfred Avenue , Elmwood Avenue,43.76658599999999,-79.403634,43.768277999999995,-79.40436749999999,43.768277999999995,-79.40436749999999,dpz8cpg,8:00 a.m. to 6:00 p.m., Mon. to Fri.
736,Dufferin Street,West,Peel Avenue and a point 62.6 metres south of a point opposite Peel Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Peel Avenue , a point 62.6 metres south of a point opposite Peel Avenue,43.643781000000004,-79.429203,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m.,
738,DuMaurier Boulevard,South,Yonge Street and the east end of DuMaurier Boulevard,"10:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Yonge Street , the east end of DuMaurier Boulevard,43.72565399999999,-79.4023515,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m. to 6:00 p.m., Mon. to Sat.
739,Duncannon Drive,West,Eglinton Avenue West and a point 27.4 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Eglinton Avenue West , a point 27.4 metres south,43.70384700000001,-79.412094,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Sat.
740,Duncannon Drive,West,College View Avenue and Chaplin Crescent,"10:00 a.m. to 7:00 p.m., Mon. to Fri.",1 hour,College View Avenue , Chaplin Crescent,43.70209200000001,-79.41141449999999,43.70038199999999,-79.4108115,43.70038199999999,-79.4108115,dpz88gq,10:00 a.m. to 7:00 p.m., Mon. to Fri.
741,Dundas Street West,South,Clendenan Avenue and Pacific Avenue,9:00 a.m. to 6:00 p.m.,1 hour,Clendenan Avenue , Pacific Avenue,43.66550699999999,-79.47362249999999,43.66545299999999,-79.4685915,43.66545299999999,-79.4685915,dpz2rth,9:00 a.m. to 6:00 p.m.,
742,Dundas Street West,West,Edna Avenue and Glenlake Avenue,9:00 a.m. to 4:00 p.m.,1 hour,Edna Avenue , Glenlake Avenue,43.657254,-79.452693,43.65992700000001,-79.45365149999999,43.65992700000001,-79.45365149999999,dpz2rup,9:00 a.m. to 4:00 p.m.,
743,Dundas Street West,South,Indian Grove and a point 120 metres west of Annette Street,9:00 a.m. to 4:00 p.m.,1 hour,Indian Grove , a point 120 metres west of Annette Street,43.66537199999999,-79.4622825,43.664454000000006,-79.45881299999999,43.664454000000006,-79.45881299999999,dpz2rug,9:00 a.m. to 4:00 p.m.,
744,Dundas Street West,South,Denison Avenue and a point 56 metres west of Spadina Avenue,"9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat., except public holidays",1 hour,Denison Avenue , a point 56 metres west of Spadina Avenue,43.65204299999999,-79.402284,43.652925,-79.3981665,43.652925,-79.3981665,dpz836b,9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
745,Dundas Street West,South,A point 86 metres east of Spadina Avenue and a point 30.5 metres west of Huron Street,"Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri.",2 hours,A point 86 metres east of Spadina Avenue , a point 30.5 metres west of Huron Street,43.652925,-79.3981665,43.653339,-79.3961325,43.653339,-79.3961325,dpz836c,Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m.
746,Dundas Street West,Both,Spadina Avenue and Beverley Street,7:00 p.m. of one day to 4:00 a.m. of the next following day,2 hours,Spadina Avenue , Beverley Street,43.65292500000001,-79.398162,43.653807000000015,-79.393851,43.653807000000015,-79.393851,dpz836g,7:00 p.m. of one day to 4:00 a.m. of the next following day,
747,Dundas Street East,South,Sherbourne Street and Parliament Street,9:00 a.m. to 4:00 p.m.,1 hour,Sherbourne Street , Parliament Street,43.65831600000001,-79.3710135,43.65942299999999,-79.366005,43.65942299999999,-79.366005,dpz83gz,9:00 a.m. to 4:00 p.m.,
748,Dundas Street West,South,A point 76.5 metres east of Runnymede Road and Clendenan Avenue (west intersection),9:00 a.m. to 6:00 p.m.,1 hour,A point 76.5 metres east of Runnymede Road , Clendenan Avenue (west intersection),43.66557900000001,-79.4820825,43.66550699999999,-79.47362249999999,43.66550699999999,-79.47362249999999,dpz2rt1,9:00 a.m. to 6:00 p.m.,
749,Dundas Street West,North,Runnymede Road and a point 36.5 metres west of Clendenan Avenue (east intersection),8:00 a.m. to 4:00 p.m.,1 hour,Runnymede Road , a point 36.5 metres west of Clendenan Avenue (east intersection),43.66557900000001,-79.4820825,43.66550699999999,-79.47362249999999,43.66550699999999,-79.47362249999999,dpz2rt1,8:00 a.m. to 4:00 p.m.,
751,Dundas Street West,North,A point 30.5 metres west of Huron Street and a point 40 metres further west,"6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; anytime, Sat., Sun. and public holidays",13 hours (buses only),A point 30.5 metres west of Huron Street , a point 40 metres further west,43.653339,-79.3961325,43.663635,-79.3459125,43.663635,-79.3459125,dpz86kw,6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; anytime
752,Dundas Street West (TO),North and East,Indian Grove and Bloor Street West,9:00 a.m. to 4:00 p.m.,1 hour,Indian Grove , Bloor Street West,43.66537199999999,-79.4622825,43.641648,-79.5349935,43.641648,-79.5349935,dpz2q0s,9:00 a.m. to 4:00 p.m.,
753,Dundas Street West,North,A point 30.5 metres west of Huron Street and a point 40 metres further west,"9:30 a.m. to 3:30 p.m., Mon. to Fri.",2 hours (buses only),A point 30.5 metres west of Huron Street , a point 40 metres further west,43.653339,-79.3961325,43.663635,-79.3459125,43.663635,-79.3459125,dpz86kw,9:30 a.m. to 3:30 p.m., Mon. to Fri.
754,Dundas Street West,South,The lane first west of Huron Street and a point 30.5 metres east of Huron Street,"Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri.",2 hours,The lane first west of Huron Street , a point 30.5 metres east of Huron Street,43.653339,-79.3961325,43.653339,-79.3961325,43.653339,-79.3961325,dpz836c,Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m.
755,Dundas Street West,North,A point 35 metres east of Huron Street and a point 76.5 metres east of Huron Street,"Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri.",2 hours,A point 35 metres east of Huron Street , a point 76.5 metres east of Huron Street,43.653339,-79.3961325,43.653339,-79.3961325,43.653339,-79.3961325,dpz836c,Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m.
756,Dundas Street West,South,A point 66 metres east of Huron Street and Grange Place,"Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri.",2 hours,A point 66 metres east of Huron Street , Grange Place,43.653339,-79.3961325,43.653672000000014,-79.394526,43.653672000000014,-79.394526,dpz836f,Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m.
757,Dundas Street West,North,A point 96.5 metres east of Huron Street and a point 30.5 metres west of Beverley Street,"Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri.",2 hours,A point 96.5 metres east of Huron Street , a point 30.5 metres west of Beverley Street,43.653339,-79.3961325,43.653807,-79.3938555,43.653807,-79.3938555,dpz836g,Anytime, except 7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m.
758,Dundas Street West,Both,Humbercrest Boulevard and Runnymede Road,"9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",2 hours,Humbercrest Boulevard , Runnymede Road,43.665723,-79.495164,43.66557900000001,-79.4820825,43.66557900000001,-79.4820825,dpz2rm4,9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
759,Dundas Street West,North,Heintzman Avenue and Indian Grove,8:00 a.m. to 4:00 p.m.,1 hour,Heintzman Avenue , Indian Grove,43.66539900000001,-79.4632725,43.66537199999999,-79.4622825,43.66537199999999,-79.4622825,dpz2rv1,8:00 a.m. to 4:00 p.m.,
761,Dundas Street West,South and West,Bloor Street West and Sorauren Avenue,9:00 a.m. to 4:00 p.m.,1 hour,Bloor Street West , Sorauren Avenue,43.641648,-79.5349935,43.65121500000001,-79.4453535,43.65121500000001,-79.4453535,dpz824m,9:00 a.m. to 4:00 p.m.,
762,Dundas Street West,North,Clendenan Avenue (east intersection) and a point opposite Mavety Street,8:00 a.m. to 4:00 p.m.,1 hour,Clendenan Avenue (east intersection) , a point opposite Mavety Street,43.66550699999999,-79.47362249999999,43.665426,-79.4659005,43.665426,-79.4659005,dpz2rtn,8:00 a.m. to 4:00 p.m.,
763,Dundurn Crescent,South and east,Winona Drive (south intersection) and Dundurn Crescent (north intersection),"8:00 a.m. to 7:00 p.m., Mon. to Fri.",1 hour,Winona Drive (south intersection) , Dundurn Crescent (north intersection),43.6824,-79.43355,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 7:00 p.m., Mon. to Fri.
764,Dundurn Crescent,North,Winona Drive (north intersection) and Atlas Avenue,8:00 a.m. to 7:00 p.m.,1 hour,Winona Drive (north intersection) , Atlas Avenue,43.6824,-79.43355,43.68355199999999,-79.43190299999999,43.68355199999999,-79.43190299999999,dpz882r,8:00 a.m. to 7:00 p.m.,
