,geohash,SearchingByHour
3451,dpz8dk5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1111, 10: 0.1667, 11: 0.0575, 12: 0.1538, 13: 0.0455, 14: 0, 15: 0, 16: 0, 17: 0.1667, 18: 0.1176, 19: 0, 20: 0.1111, 21: 0, 22: 0.125, 23: 0.4}"
3452,dpz2xh5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0407, 9: 0, 10: 0.125, 11: 0.037, 12: 0.0909, 13: 0.0404, 14: 0.1212, 15: 0.0625, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3453,dpz8ds1,"{0: 0, 1: 0.125, 2: 0, 3: 0, 4: 0.1667, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0116, 10: 0, 11: 0.1026, 12: 0.1, 13: 0.0476, 14: 0.0476, 15: 0.0526, 16: 0.0789, 17: 0.0833, 18: 0.0714, 19: 0.0139, 20: 0.0156, 21: 0.037, 22: 0, 23: 0.0909}"
3454,dpz89h1,"{0: 0, 1: 0.2, 2: 0.3333, 3: 0.1, 4: 0.2222, 5: 0, 6: 0.0263, 7: 0.025, 8: 0.1042, 9: 0.1042, 10: 0.0476, 11: 0.0667, 12: 0.0833, 13: 0.25, 14: 0, 15: 0.25, 16: 0, 17: 0.2222, 18: 0, 19: 0.0833, 20: 0.1053, 21: 0, 22: 0, 23: 0.0111}"
3455,dpz8uer,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0, 9: 0, 10: 0, 11: 0.0625, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.2222, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1}"
3456,dpz8ueq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0, 10: 0.0714, 11: 0, 12: 0, 13: 0, 14: 0.25, 15: 0.0556, 16: 0, 17: 0, 18: 0.25, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
3457,dpz8g7q,"{0: 0.1111, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0, 11: 0, 12: 0.2222, 13: 0, 14: 0.2222, 15: 0, 16: 0, 17: 0.1111, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3458,dpz2ugq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1111, 9: 0.0909, 10: 0.1667, 11: 0, 12: 0.2143, 13: 0, 14: 0.25, 15: 0, 16: 0.1667, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3459,dpz8f76,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0.6667, 10: 0.5, 11: 0, 12: 0.3333, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3460,dpz8gg6,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.0588, 11: 0.1, 12: 0.0588, 13: 0, 14: 0, 15: 0.125, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.0517, 22: 0, 23: 0}"
3461,dpz8v7m,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.3333, 9: 0.1429, 10: 0.2857, 11: 0, 12: 0.4, 13: 0, 14: 0.1667, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3462,dpz8ve2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.6667, 10: 1, 11: 0, 12: 0.2, 13: 0, 14: 0.3571, 15: 0.1351, 16: 0.2, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.3333}"
3463,dpz2u53,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.3, 9: 0.125, 10: 0.1111, 11: 0.0526, 12: 0.0833, 13: 0.2333, 14: 0.2174, 15: 0, 16: 0.0526, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3464,dpz8v7k,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1111, 9: 0.1818, 10: 0, 11: 0.0833, 12: 0.2222, 13: 0, 14: 0.1364, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3465,dpz8c56,"{0: 0, 1: 0.1429, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.125, 8: 0, 9: 0.1, 10: 0.0476, 11: 0, 12: 0.0455, 13: 0, 14: 0.1333, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3466,dpz2u5k,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1053, 10: 0.2368, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.1429, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3467,dpz2z56,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.25, 9: 0, 10: 0, 11: 0.1111, 12: 0, 13: 0.1429, 14: 0, 15: 0.3333, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3468,dpz8g7k,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.2222, 9: 0.5, 10: 0.2, 11: 0, 12: 0.25, 13: 0.3333, 14: 0.1667, 15: 0.3333, 16: 0, 17: 0, 18: 0, 19: 0.1429, 20: 0, 21: 0, 22: 0, 23: 0}"
3469,dpz2ue2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0133, 8: 0.0167, 9: 0, 10: 0, 11: 0.0323, 12: 0.0323, 13: 0.0536, 14: 0, 15: 0, 16: 0.04, 17: 0.0769, 18: 0, 19: 0, 20: 0, 21: 0.1429, 22: 0, 23: 0}"
3470,dpz8v76,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.4, 10: 0.0714, 11: 0, 12: 0.1667, 13: 0, 14: 0.0556, 15: 0.2308, 16: 0, 17: 0.4, 18: 0.2857, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
3471,dpz2z5r,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2857, 8: 0, 9: 0.0833, 10: 0.2, 11: 0.1026, 12: 0.2143, 13: 0.1579, 14: 0.0909, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3472,dpz8c57,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0833, 9: 0.2143, 10: 0, 11: 0.1053, 12: 0, 13: 0.1429, 14: 0, 15: 0.1364, 16: 0.125, 17: 0.0909, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3473,dpz2u7r,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0667, 8: 0.1, 9: 0, 10: 0, 11: 0.1667, 12: 0.2727, 13: 0.25, 14: 0.1667, 15: 0.125, 16: 0.5, 17: 0.1111, 18: 0.4286, 19: 0.5, 20: 0, 21: 0.3333, 22: 0, 23: 0}"
3474,dpz2u72,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.3333, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.0526, 11: 0.0921, 12: 0, 13: 0.0741, 14: 0.0376, 15: 0.054, 16: 0.0758, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3475,dpz2u76,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1429, 10: 0.1, 11: 0.0625, 12: 0.0455, 13: 0, 14: 0.0595, 15: 0.0476, 16: 0, 17: 0.1, 18: 0, 19: 0.1071, 20: 0, 21: 0.0833, 22: 0, 23: 0}"
3476,dpz2u7q,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0366, 8: 0.0282, 9: 0.0205, 10: 0.0068, 11: 0.0231, 12: 0.0109, 13: 0.0806, 14: 0, 15: 0.0164, 16: 0.0213, 17: 0.05, 18: 0, 19: 0, 20: 0.1667, 21: 0, 22: 0, 23: 0}"
3477,dpz8v7q,"{0: 0, 1: 0.3333, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1333, 9: 0.2308, 10: 0.3333, 11: 0.1875, 12: 0.1111, 13: 0.1579, 14: 0.1538, 15: 0.1818, 16: 0.4286, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3478,dpz8dkm,"{0: 0.3333, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0217, 9: 0.0714, 10: 0.2195, 11: 0.0993, 12: 0.0745, 13: 0.0816, 14: 0.0625, 15: 0, 16: 0.1176, 17: 0.1333, 18: 0.1, 19: 0.0833, 20: 0.1333, 21: 0, 22: 0, 23: 0}"
3479,dpz89k2,"{0: 0, 1: 0.1667, 2: 0.0909, 3: 0.3333, 4: 0, 5: 0, 6: 0.2857, 7: 0.0577, 8: 0.0244, 9: 0.0489, 10: 0.1979, 11: 0.1, 12: 0.1538, 13: 0.1071, 14: 0.1071, 15: 0.0526, 16: 0.0455, 17: 0.1667, 18: 0, 19: 0.1, 20: 0.1111, 21: 0.0556, 22: 0, 23: 0.25}"
3480,dpz8dkk,"{0: 0, 1: 0.5, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.375, 9: 0, 10: 0.125, 11: 0.0476, 12: 0.0789, 13: 0.1875, 14: 0.1667, 15: 0.125, 16: 0.0833, 17: 0.1667, 18: 0.1176, 19: 0.1053, 20: 0.1111, 21: 0.1875, 22: 0.1111, 23: 0.6667}"
3481,dpz2xhr,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0, 11: 0.1111, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 1, 23: 0}"
3482,dpz2xs7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.125, 9: 0, 10: 0.0769, 11: 0.1111, 12: 0.0741, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3483,dpz89u3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2143, 10: 0, 11: 0.3333, 12: 0.2857, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3484,dpz8shq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0, 10: 0.1111, 11: 0.0333, 12: 0.0556, 13: 0, 14: 0.05, 15: 0.0455, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3485,dpz8euq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.1111, 5: 0, 6: 0.1429, 7: 0, 8: 0.5, 9: 0.2, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.2857, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3486,dpz88u2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0, 10: 0.5, 11: 0, 12: 0.3333, 13: 1, 14: 0.1667, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 1, 23: 0}"
3487,dpz2xkm,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.4, 16: 0.1667, 17: 0, 18: 0, 19: 0.2, 20: 0, 21: 0, 22: 0.3333, 23: 0.5}"
3488,dpz2thr,"{0: 0, 1: 0.0455, 2: 0, 3: 0, 4: 0, 5: 0.0833, 6: 0, 7: 0, 8: 0, 9: 0.1111, 10: 0, 11: 0, 12: 0, 13: 0.1111, 14: 0, 15: 0, 16: 0.0058, 17: 0, 18: 0.0063, 19: 0.0185, 20: 0, 21: 0.0313, 22: 0, 23: 0}"
3489,dpz8dk3,"{0: 0.0833, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0909, 10: 0, 11: 0.0227, 12: 0.0345, 13: 0, 14: 0.0952, 15: 0.075, 16: 0, 17: 0.0588, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3490,dpz89u2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0, 10: 0.1111, 11: 0.1429, 12: 0.4286, 13: 0.0909, 14: 0, 15: 0.1111, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0.25, 21: 0, 22: 0, 23: 0}"
3491,dpz89kq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.5, 7: 0, 8: 0.0455, 9: 0.1053, 10: 0.0769, 11: 0.1429, 12: 0, 13: 0.0909, 14: 0.2, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3492,dpz2tkk,"{0: 0, 1: 0, 2: 0, 3: 0.2857, 4: 0, 5: 0, 6: 0.2, 7: 0, 8: 0.2222, 9: 0.0909, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.0833, 15: 0.0556, 16: 0, 17: 0.0789, 18: 0.04, 19: 0.0952, 20: 0, 21: 0.125, 22: 0, 23: 0}"
3493,dpz8ehq,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0769, 8: 0.0435, 9: 0.0417, 10: 0, 11: 0.0128, 12: 0, 13: 0, 14: 0.0789, 15: 0.0102, 16: 0.0364, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.25, 22: 0, 23: 0}"
3494,dpz8dkr,"{0: 0.6, 1: 0, 2: 0, 3: 0.5, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0, 10: 0, 11: 0.2, 12: 0.2857, 13: 0.3333, 14: 0.3333, 15: 0, 16: 0.25, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0.5, 23: 0}"
3495,dpz8dk6,"{0: 0.0625, 1: 0, 2: 0, 3: 0, 4: 0.25, 5: 0, 6: 0.2, 7: 0, 8: 0, 9: 0, 10: 0.125, 11: 0, 12: 0.0526, 13: 0, 14: 0.0556, 15: 0.0937, 16: 0, 17: 0.0769, 18: 0.1, 19: 0, 20: 0.0435, 21: 0.0588, 22: 0.05, 23: 0}"
3496,dpz89h6,"{0: 0, 1: 0.6667, 2: 0, 3: 0.5714, 4: 0.25, 5: 0.3333, 6: 0, 7: 0.3333, 8: 0.6667, 9: 0, 10: 0.3333, 11: 0.6667, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3497,dpz8ds2,"{0: 0, 1: 0.5, 2: 0, 3: 0.5, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0.1111, 9: 0.2778, 10: 0.2, 11: 0.1429, 12: 0.3333, 13: 0.2, 14: 0, 15: 0.25, 16: 0.25, 17: 0, 18: 0.3333, 19: 0, 20: 0.2, 21: 0, 22: 0, 23: 0.1429}"
3498,dpz89k7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.1364, 10: 0.0417, 11: 0, 12: 0.1818, 13: 0.3333, 14: 0.3, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 1, 21: 0, 22: 0, 23: 0}"
3499,dpz8dk7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.25, 6: 0.2857, 7: 0, 8: 0, 9: 0.1875, 10: 0, 11: 0.2222, 12: 0.2222, 13: 0, 14: 0.1111, 15: 0, 16: 0.2, 17: 0.6667, 18: 0, 19: 0, 20: 1, 21: 0.2857, 22: 0.125, 23: 0}"
3500,dpz89k6,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2, 8: 0.0667, 9: 0.12, 10: 0.18, 11: 0.1053, 12: 0.1875, 13: 0.0625, 14: 0, 15: 0, 16: 0.0385, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.2, 22: 0, 23: 0.2}"
3501,dpz8dh7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0429, 10: 0.15, 11: 0, 12: 0.1724, 13: 0.0769, 14: 0, 15: 0, 16: 0.2105, 17: 0, 18: 0, 19: 0.0909, 20: 0, 21: 0.25, 22: 0, 23: 0}"
3502,dpz89k3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.5, 6: 0, 7: 0.1, 8: 0.0741, 9: 0.0598, 10: 0.0333, 11: 0.0889, 12: 0.0862, 13: 0.0476, 14: 0, 15: 0.1053, 16: 0.0167, 17: 0, 18: 0.125, 19: 0.1, 20: 0.1429, 21: 0, 22: 0.25, 23: 0}"
3503,dpz83v7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.15, 8: 0.2, 9: 0.1923, 10: 0.125, 11: 0, 12: 0.3636, 13: 0.1765, 14: 0, 15: 0.2083, 16: 0.3333, 17: 0.25, 18: 0.2222, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
3504,dpz86j2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.25, 11: 0, 12: 0, 13: 0.2143, 14: 0, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3505,dpz83m6,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1111, 6: 0, 7: 0, 8: 0, 9: 0.1875, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.1429, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.5, 23: 0}"
3506,dpz83tq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1, 7: 0, 8: 0.0577, 9: 0, 10: 0.0476, 11: 0.087, 12: 0, 13: 0, 14: 0.05, 15: 0, 16: 0, 17: 0, 18: 0.1429, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3507,dpz82vq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0.5, 9: 0, 10: 0.6667, 11: 0.25, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3508,dpz82mr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0256, 9: 0.1818, 10: 0.125, 11: 0, 12: 0, 13: 0.125, 14: 0, 15: 0, 16: 0.1111, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3509,dpz2rtr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.1667, 11: 0.1818, 12: 0, 13: 0, 14: 0.25, 15: 1, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3510,dpz82m2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0286, 8: 0.1, 9: 0, 10: 0.0417, 11: 0, 12: 0.0192, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.1429, 20: 0, 21: 0, 22: 0, 23: 0}"
3511,dpz83mm,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1, 10: 0.0526, 11: 0.0682, 12: 0.0667, 13: 0, 14: 0, 15: 0.0833, 16: 0, 17: 0.2, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3512,dpz83tm,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0, 9: 0.1667, 10: 0.2, 11: 0, 12: 0, 13: 0.125, 14: 0, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3513,dpz82jm,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0222, 9: 0, 10: 0.0323, 11: 0.0385, 12: 0.0769, 13: 0, 14: 0, 15: 0, 16: 0.1429, 17: 0.0625, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.1667, 23: 0}"
3514,dpz82vm,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.3333, 15: 0.25, 16: 1, 17: 0, 18: 0.5, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
3515,dpz87m7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0.4, 9: 0, 10: 0, 11: 0.5, 12: 0.1429, 13: 0.1429, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3516,dpz83m7,"{0: 0, 1: 0, 2: 0.1667, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0952, 10: 0.0833, 11: 0, 12: 0, 13: 0.25, 14: 0, 15: 0.1, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3517,dpz86mk,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.75, 13: 1, 14: 0.3333, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 1, 22: 0, 23: 0}"
3518,dpz86v2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.25, 7: 0, 8: 0.1111, 9: 0.125, 10: 0.0333, 11: 0.4, 12: 0.1111, 13: 0, 14: 0.3333, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3519,dpz83v2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.0682, 11: 0.125, 12: 0, 13: 0, 14: 0.0714, 15: 0, 16: 0.0833, 17: 0.1429, 18: 0.25, 19: 0, 20: 0, 21: 0.1667, 22: 0, 23: 0}"
3520,dpz83tr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1429, 7: 0, 8: 0.0625, 9: 0.2, 10: 0.0556, 11: 0.0455, 12: 0.0667, 13: 0, 14: 0.125, 15: 0, 16: 0, 17: 0.1667, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3521,dpz83jk,"{0: 0, 1: 0.1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1364, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.0909, 13: 0.2, 14: 0.1, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
3522,dpz83mq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0625, 9: 0, 10: 0.1429, 11: 0.1, 12: 0.1, 13: 0.1579, 14: 0.0909, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
3523,dpz2rm2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.1667, 10: 0.1, 11: 0.0714, 12: 0, 13: 0, 14: 0, 15: 0.0714, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.1667, 21: 0.1667, 22: 0.3333, 23: 0}"
3524,dpz2rjr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0244, 7: 0, 8: 0.0179, 9: 0, 10: 0, 11: 0, 12: 0.2174, 13: 0, 14: 0.0667, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0.4, 21: 0, 22: 0, 23: 0}"
3525,dpz82j7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0.125, 10: 0, 11: 0.05, 12: 0.0385, 13: 0.0682, 14: 0.1, 15: 0, 16: 0, 17: 0, 18: 0.0909, 19: 0.037, 20: 0, 21: 0, 22: 0, 23: 0}"
3526,dpz83jr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0455, 9: 0, 10: 0.3333, 11: 0.1667, 12: 0, 13: 0, 14: 0.1429, 15: 0.2, 16: 0, 17: 0.0303, 18: 0.0833, 19: 0, 20: 0, 21: 0.2857, 22: 0, 23: 0}"
3527,dpz82jq,"{0: 0, 1: 0, 2: 0.25, 3: 0.1667, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.0833, 9: 0, 10: 0, 11: 0.1111, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.2, 17: 0.0909, 18: 0.2, 19: 0, 20: 0.1875, 21: 0.1, 22: 0, 23: 0}"
3528,dpz82m3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1429, 6: 0, 7: 0, 8: 0.0526, 9: 0.0714, 10: 0.0526, 11: 0, 12: 0.0769, 13: 0, 14: 0, 15: 0.2, 16: 0, 17: 0.4167, 18: 0, 19: 0.125, 20: 0, 21: 0, 22: 0, 23: 0}"
